"stil","ime_anglescina","opis_materiala_anglescina","opis_artikla_anglescina"
"33.0190","Kids' Knitted Hat ""Playground""","65g, 47% cotton, 47% polyacrylic, 4% nylon, 2% elastane","2-layer, 6 stitchings, portable on both sides, TearAway label"
"33.0192","5 Panel Trucker Cap ""Rapper Camo""","120g/m², 92% polyester, 8% viscose, sides and backside: 100% polyester, underpeak: 100% cotton","Sticker on the peak, contrasting underpeak, 8 decorative seams on the peak, cotton sweatband, stitched eyelets, Snap fastener, TearAway label"
"33.0193","6 Panel Trucker Cap ""Rapper Destroyed""","250g/m², 100% cotton, sides and backside: 100% polyester","Curved visor, peak with destroyed effect, 4 decorative seams on the peak, mesh on the sides and back, cotton sweatband, Snap fastener, TearAway label"
"33.0194","5-Panel Trucker Cap ""Rapper Jersey""","220g/m², 100% cotton, sweatband: 100% cotton, sides and backside: 100% polyester mesh","Lightly curved peak, 8 decorative seams on the peak, structured front segment, Snap fastener, TearAway label"
"33.0195","5 Panel Trucker Cap ""Rapper Melange""","219g/m², 73% cotton, 27% polyester, sides and backside: 100% polyester, under peak: 100% cotton","Curved visor, 8 decorative seams on the peak, mesh on the sides and back, cotton sweatband, structured front segment, Snap fastener, TearAway label"
"33.0196","5 Panel Trucker Cap ""Rapper Suede""","63g, 100% polyester, sides and backside: 100% polyester, under peak: 100% cotton","Curved visor, 8 decorative seams on the peak, mesh on the sides and back, cotton sweatband, structured front segment, snap closure, imitation suede, TearAway label"
"33.0197","5 Panel Trucker Cap ""Record""","250g/m², 100% chino cotton, sides and backside: 100% polyester","Sticker on the peak, curved visor, 5 decorative seams on the peak, cotton sweatband, Snap fastener, TearAway label"
"33.0198","Sun Visor ""Roland""","44g, 100% cotton-twill","Curved visor, 6 decorative seams on the peak, polyester sweatband, structured front segment, velcro fastener, TearAway label"
"33.0199","6 Panel Baseball Cap with Reflectors ""Runner""","90g/m², 100% polyester","Sticker on the peak, curved visor, mesh inserts on the side and on the visor, polyester sweatband, fabric fastener with metal buckle, reflective details (without protective function), TearAway label"
"33.0200","6 Panel Baseball Cap ""Sand""","230g/m², 95% recycled polyester, 5% elastane","Sticker on the peak, lightly curved peak, 6 decorative seams on the peak, elastic sweatband, structured front segment, stitched eyelets, TearAway label"
"33.0201","Knitted Hat ""Skate""","38g, 100% polyacrylic","2-layer, brim, 4 stitchings, can also be worn without a cuff as a long hat in oversize look, 1x1 rib knit, TearAway label"
"33.0205","6 Panel Mesh Cap ""Snap Mesh""","400g/m², 100% polyester, under peak: 100% cotton, sweatband: 65% polyester, 35% cotton","Sticker on the peak, flat peak with 6 decorative stitching, contrasting underpeak, mesh on the sides and back, structured front segment, stitched eyelets, Snap fastener, TearAway label"
"33.0206","1 Panel Cap ""Snap One""","230g/m², 100% polyester, sweatband: 65% nylon, 20% elastane, 15% polyester","Sporty fit, sticker on the peak, flat peak, 8 decorative seams on the peak, elastic sweatband, closed back without closure, TearAway label"
"33.0207","Knitted Hat ""Snappy""","40g, 100% polyacrylic, inside: 100% cotton jersey","2-layer, rib knit look on border, 4 stitchings, TearAway label"
"33.0208","Knitted Hat ""Snobby""","85g, 100% polyacrylic","Longer fit, 2-layer, 6 stitchings, honeycomb look, TearAway label"
"33.0209","6 Panel Baseball Cap ""Snow Flap Stopper""","240g/m², 100% polyester fleece","Curved visor, 4 decorative seams on the peak, cotton sweatband, closure with drawstring and plastic stopper, optimal protection against the cold, windproof, integrated ear protection that can be folded away, TearAway label"
"33.0210","6 Panel Trucker Cap ""Sonic""","280g/m², 100% cotton-twill, sides and backside: 100% polyester mesh, sweatband: 65% polyester, 35% cotton","Sticker on the peak, lightly curved peak, 4 decorative seams on the peak, structured front segment, stitched eyelets, Snap fastener, TearAway label"
"33.0211","6 Panel Baseball Mesh Cap ""Space""","125g/m², 100% polyester, sweatband: 65% polyester, 35% cotton","Curved visor, breathable, 6 decorative seams on the peak, structured front segment, stitched eyelets, velcro fastener, TearAway label"
"33.0212","6 Panel Cap ""Stage""","350g/m², 81% polyester, 19% viscose, batiste, underpeak: 100% cotton","Sticker on the peak, flat peak, 6 decorative seams on the peak, cotton sweatband, structured front segment, stitched eyelets, Snap fastener, TearAway label"
"33.0214","Flat Cap ""Swing""","180g/m², 100% lightly brushed cotton twill","Curved visor, polyester sweatband, velcro fastener, TearAway label"
"33.0215","1 Panel Baseball Cap ""Uni-Cap Fleece""","220g/m², 100% polyester fleece, underpeak: 100% cotton","Cap without segments and seams, 6 decorative seams on the peak, fully closed back panel, sweatband made from cotton and elastane, structured front segment, stitched eyelets, TearAway label"
"33.0216","Military Cap ""Uniform""","250g/m², 100% chino cotton","Curved visor, 4 decorative seams on the peak, cotton sweatband, velcro fastener, pre-washed fabric, TearAway label"
"33.0217","6 Panel Baseball Cap ""Wales""","280g/m², 83% polyester, 17% viscose, under peak: 100% cotton","Sticker on the peak, contrasting underpeak, 5 decorative seams on the peak, polyester sweatband, structured front segment, stitched eyelets, Snap fastener, TearAway label"
"33.0218","Reversible Knitted Hat ""Wild""","55g, 100% polyacrylic","2-layer, 4 stitchings, outside and inside in contrasting color, TearAway label"
"33.0219","6 Panel Baseball Cap ""Winner""","320g/m², 100% cotton-twill","Contrast color embroidery, curved visor, cotton sweatband, structured front segment, stitched eyelets, TearAway label"
"33.0220","Knittted Hat","74g, 100% recycled polyester","Sustainable replacement version of Wind (article: 33.0007), 2-layer, wide brim, 2 stitchings, 1x1 rib knit, soft touch, TearAway label"
"33.0221","Knittted Hat","60g, 100% recycled polyester","Sustainable replacement version of Moover (article: 33.0037), fine 2-layer rib knit, soft touch, TearAway label"
"33.0222","Knittted Hat","74g, 100% recycled polyester, melange: 50% recycled polyester, 50% acrylic","Sustainable replacement version of Brad (article: 33.0700), longer cut, 2-layer, 4 stitchings, soft touch, TearAway label"
"33.0223","Safety Knitted Beanie","74g, 100% recycled polyester","Sustainable replacement version of Workout (article: 33.3050), 2-layer, soft touch, reflective stripes (without protective function), TearAway label"
"33.0224","Knitted Scarf","146g, 100% recycled polyester","Ribbed knitted scarf, sustainable replacement version of Wind Scarf (article: 33.3070), 1-layer fabric, 1x1 rib knit, soft touch, TearAway label, size: 160x25cm"
"33.0225","6 Panel Cap with Earflaps","120g/m², 74g, 100% recycled nylon, PFC free, lining: 100% recycled polyester, fleece","Sustainable replacement version of Techno Flap (article: 33.2020), curved visor, water repellent material, peak with piping, unreinforced front panel, closure with drawstring and plastic stopper, UV protection 50+, TearAway label"
"33.0226","6 Panel Corduroy Cap","230g/m², 100% recycled polyester, corduroy","Sustainable replacement version of Cordy (article: 33.0146), vintage look, curved visor, 6 decorative seams on the peak, stitched eyelets, velcro fastener, TearAway label, corduroy with 8 wales per inch"
"33.0227","6 Panel Corduroy Cap","215g/m², 100% recycled polyester, corduroy","Sustainable replacement version of Creep (article: 33.5000), vintage look, unreinforced panels, 6 decorative seams on the peak, medium cap profile, stitched eyelets, fabric fastener with metal buckle, TearAway label, corduroy with 21 wales per inch"
"33.0228","Waterproof 5 Panel Cap","85g/m², 100% recycled polyester, PFC free, light ripstop fabric, lining: 100% recyceled polyester mesh","Sustainable replacement version of Rainy (article: 33.1770), curved visor, unreinforced panels, sealed seams, Dry-Tech sweatband made of polyester, metal closure, TearAway label"
"33.0229","6 Panel Polyester Stretch Cap","190g/m², 97% recycled polyester, 3% elastane, PFC free","Sustainable replacement version of Bond (article: 33.4020), curved visor, decorative stitching on the peak, seamless construction, Dry-Tech sweatband made of polyester, reinforced front panels, velcro fastener, good fit due to elastic fabric, TearAway label"
"33.0230","6 Panel Cap","170g/m², 100% recycled polyester, jacquard","Sustainable replacement version of Estoril (article: 33.2040), curved visor, 4 decorative seams on the peak, piping in contrasting color on the peak, reinforced front panel, velcro fastener, TearAway label"
"33.0231","5 Panel Cap","180g/m², 100% recycled polyester twill, PFC free","Sustainable replacement version of Ray (article: 33.6070), water repellent, Dry-Tech sweatband made of polyester, reinforced front panel, medium cap profile, velcro fastener, UV protection 50+, TearAway label"
"33.0232","5 Panel Cap","120g/m², 100% recycled polyester micro fibre, bill and underbill: 100% recycled polyester twill","Sustainable replacement version of Bank (article: 33.0133), flat peak with 4 seams, reinforced front panel, lasered eyelets, recycled snap fastener, TearAway label"
"33.0233","6 Panel Cap with Neck Protection","185g/m², 100% recycled polyester","Sustainable replacement version of Nomad (article: 33.0186), curved visor, unreinforced front panel, closure with drawstring and plastic stopper, UV protection 50+, TearAway label"
"33.0234","5 Panel Trucker Cap","270g/m², 100% recycled polyester, canvas, sides and backside: 100% recyceled polyester mesh","Sustainable replacement version of Rapper Canvas (article: 33.6060), 4 decorative seams on the peak, medium cap profile, recycled snap fastener, TearAway label"
"33.0235","Kids' Knitted Beanie","58g, 100% recycled polyester","Sustainable replacement version of Kid Wind (article: 33.0178), 2-layer, wide brim, 4 stitchings, 1x1 rib knit, soft touch, TearAway label"
"33.0236","Kids' 6 Panel Cap with Neck Protection","160g/m², 100% recycled polyester","Curved visor, unreinforced front panel, closure with drawstring and plastic stopper, UV protection 50+, TearAway label"
"33.0237","Kids' 5 Panel Baseball Cap","220g/m², 100% recycled polyester twill","Curved visor, reinforced front, 6 decorative seams on the peak, medium cap profile, 4 embroidered ventilation holes, velcro fastener, TearAway label"
"33.0501","Heavy Brushed 6 Panel Cotton Twill Cap","100% heavy brushed cotton-twill","Fabric fastener with metal buckle, TearAway label"
"33.0502","Heavy Brushed 6 Panel Sandwich Cap","100% heavy brushed cotton-twill","Peak with contrasting piping, underpeak in contrasting color, fabric fastener with metal buckle, TearAway label"
"33.0504","6 Panel Baseball Cap ""Sport Sandwich""","180g/m², 100% cotton-twill","Pre-formed peak, piping in contrasting color on the peak, reinforced front panel, fabric fastener with metal buckle, TearAway label"
"33.0505","3-colored 6 Panel Cap","94% polyester, 6% viscose","3-colored look with piping in contrasting color, velcro fastener, TearAway label"
"33.0512","Reflective 6 Panel Cap","65% polyester, 35% cotton","Fabric fastener with metal buckle, with reflective insert on the peak and on fastening tape (without protective function), TearAway label"
"33.0513","Military Cap","100% washed chino cotton","Side eyelets, closed back without closure, TearAway label"
"33.0518","Military Cap Closed Behind","100% washed chino cotton","Military look, backside closed with Velcro fastener, garment washed"
"33.0519","Military Ripstop Cap","100% washed ripstop cotton","Center seam, side eyelets, velcro fastener, structured fabric, TearAway label"
"33.0521","Classic Hat","100% cotton","Polyester sweatband, TearAway label, size S/M=56cm, L/XL= 58cm"
"33.0530","Hat with Tassel and Pigtails","100% acrylic","Fleece lining, cable pattern, pompon, TearAway label"
"33.0560","6 Panel Baseball Cap ""Aktion""","250g/m², 100% pre-laundered cotton","Contrasting underpeak, unreinforced front panel, side air holes with metal eyelets, fabric fastener with metal buckle, TearAway label"
"33.0680","Thinsulate ™ Knitted Hat ""Bill""","100% polyacrylic, inner lining: 3M Thinsulate™","Wide brim, Thinsulate™ lining, coarse rib knit, TearAway label"
"33.0690","Kids' Baseball Cap","100% washed chino cotton-twill","Contrasting peak, pre-formed peak, metal closure, TearAway label"
"33.0700","Knittted Hat","85% acrylic, 15% polyester","Renewed sustainable model Brad-S (article: 33.0222), ribbed, TearAway label, one size fits all"
"33.0770","Scarf","100% acrylic","Ribbed, TearAway label, size: 165x25cm"
"33.0840","Hat","100% paper","Black hat band, TearAway label"
"33.1070","Cap","56% bamboo charcoal, 44% polyester","Contrasting sweatband, velcro fastener, TearAway label"
